full_date,time,am/pm,week_day,day,month,year,kwh
2014-01-03,12,AM,Friday,03,Jan,2014,0.564
2014-01-03,01,PM,Friday,03,Jan,2014,0.88
2014-01-03,02,PM,Friday,03,Jan,2014,0.888
2014-01-03,03,PM,Friday,03,Jan,2014,0.672
2014-01-03,04,PM,Friday,03,Jan,2014,0.888
2014-01-03,05,PM,Friday,03,Jan,2014,3.068
2014-01-03,06,PM,Friday,03,Jan,2014,2.352
2014-01-03,07,PM,Friday,03,Jan,2014,3.42
2014-01-03,08,PM,Friday,03,Jan,2014,2.624
2014-01-03,09,PM,Friday,03,Jan,2014,0.712
2014-01-03,10,PM,Friday,03,Jan,2014,1.302
2014-01-03,11,PM,Friday,03,Jan,2014,2.02
2014-01-03,12,PM,Friday,03,Jan,2014,1.16
2014-01-04,01,AM,Saturday,04,Jan,2014,0.612
2014-01-04,02,AM,Saturday,04,Jan,2014,0.612
2014-01-04,03,AM,Saturday,04,Jan,2014,0.558
2014-01-04,04,AM,Saturday,04,Jan,2014,0.51
2014-01-04,05,AM,Saturday,04,Jan,2014,0.51
2014-01-04,06,AM,Saturday,04,Jan,2014,1.696
2014-01-04,07,AM,Saturday,04,Jan,2014,1.944
2014-01-04,08,AM,Saturday,04,Jan,2014,3.016
2014-01-04,09,AM,Saturday,04,Jan,2014,1.782
2014-01-04,10,AM,Saturday,04,Jan,2014,1.26
2014-01-04,11,AM,Saturday,04,Jan,2014,1.224
2014-01-04,12,AM,Saturday,04,Jan,2014,1.856
2014-01-04,01,PM,Saturday,04,Jan,2014,1.14
2014-01-04,02,PM,Saturday,04,Jan,2014,1.776
2014-01-04,03,PM,Saturday,04,Jan,2014,1.89
2014-01-04,04,PM,Saturday,04,Jan,2014,2.106
2014-01-04,05,PM,Saturday,04,Jan,2014,1.53
2014-01-04,06,PM,Saturday,04,Jan,2014,3.96
2014-01-04,07,PM,Saturday,04,Jan,2014,3.78
2014-01-04,08,PM,Saturday,04,Jan,2014,3.492
2014-01-04,09,PM,Saturday,04,Jan,2014,0.84
2014-01-04,10,PM,Saturday,04,Jan,2014,0.672
2014-01-04,11,PM,Saturday,04,Jan,2014,2.10
2014-01-04,12,PM,Saturday,04,Jan,2014,1.14
2014-01-05,01,AM,Sunday,05,Jan,2014,0.54
2014-01-05,02,AM,Sunday,05,Jan,2014,0.654
2014-01-05,03,AM,Sunday,05,Jan,2014,0.624
2014-01-05,04,AM,Sunday,05,Jan,2014,0.522
2014-01-05,05,AM,Sunday,05,Jan,2014,0.618
2014-01-05,06,AM,Sunday,05,Jan,2014,1.36
2014-01-05,07,AM,Sunday,05,Jan,2014,2.64
2014-01-05,08,AM,Sunday,05,Jan,2014,2.99
2014-01-05,09,AM,Sunday,05,Jan,2014,1.692
2014-01-05,10,AM,Sunday,05,Jan,2014,1.248
2014-01-05,11,AM,Sunday,05,Jan,2014,0.972
2014-01-05,12,AM,Sunday,05,Jan,2014,1.904
2014-01-05,01,PM,Sunday,05,Jan,2014,0.972
2014-01-05,02,PM,Sunday,05,Jan,2014,1.44
2014-01-05,03,PM,Sunday,05,Jan,2014,1.80
2014-01-05,04,PM,Sunday,05,Jan,2014,2.106
2014-01-05,05,PM,Sunday,05,Jan,2014,2.052
2014-01-05,06,PM,Sunday,05,Jan,2014,2.952
2014-01-05,07,PM,Sunday,05,Jan,2014,4.068
2014-01-05,08,PM,Sunday,05,Jan,2014,4.068
2014-01-05,09,PM,Sunday,05,Jan,2014,1.176
2014-01-05,10,PM,Sunday,05,Jan,2014,1.20
2014-01-05,11,PM,Sunday,05,Jan,2014,1.07
2014-01-05,12,PM,Sunday,05,Jan,2014,1.176
2014-01-06,01,AM,Monday,06,Jan,2014,0.372
2014-01-06,02,AM,Monday,06,Jan,2014,0.364
2014-01-06,03,AM,Monday,06,Jan,2014,0.468
2014-01-06,04,AM,Monday,06,Jan,2014,0.476
2014-01-06,05,AM,Monday,06,Jan,2014,2.002
2014-01-06,06,AM,Monday,06,Jan,2014,2.472
2014-01-06,07,AM,Monday,06,Jan,2014,2.16
2014-01-06,08,AM,Monday,06,Jan,2014,0.808
2014-01-06,09,AM,Monday,06,Jan,2014,0.504
2014-01-06,10,AM,Monday,06,Jan,2014,0.68
2014-01-06,11,AM,Monday,06,Jan,2014,1.11
2014-01-06,12,AM,Monday,06,Jan,2014,0.486
2014-01-06,01,PM,Monday,06,Jan,2014,0.936
2014-01-06,02,PM,Monday,06,Jan,2014,0.688
2014-01-06,03,PM,Monday,06,Jan,2014,0.808
2014-01-06,04,PM,Monday,06,Jan,2014,0.856
2014-01-06,05,PM,Monday,06,Jan,2014,3.12
2014-01-06,06,PM,Monday,06,Jan,2014,2.52
2014-01-06,07,PM,Monday,06,Jan,2014,4.284
2014-01-06,08,PM,Monday,06,Jan,2014,3.264
2014-01-06,09,PM,Monday,06,Jan,2014,1.008
2014-01-06,10,PM,Monday,06,Jan,2014,1.00
2014-01-06,11,PM,Monday,06,Jan,2014,0.96
2014-01-06,12,PM,Monday,06,Jan,2014,1.19
2014-01-07,01,AM,Tuesday,07,Jan,2014,0.368
2014-01-07,02,AM,Tuesday,07,Jan,2014,0.416
2014-01-07,03,AM,Tuesday,07,Jan,2014,0.44
2014-01-07,04,AM,Tuesday,07,Jan,2014,0.404
2014-01-07,05,AM,Tuesday,07,Jan,2014,2.596
2014-01-07,06,AM,Tuesday,07,Jan,2014,2.40
2014-01-07,07,AM,Tuesday,07,Jan,2014,1.962
2014-01-07,08,AM,Tuesday,07,Jan,2014,0.912
2014-01-07,09,AM,Tuesday,07,Jan,2014,0.552
2014-01-07,10,AM,Tuesday,07,Jan,2014,0.672
2014-01-07,11,AM,Tuesday,07,Jan,2014,1.17
2014-01-07,12,AM,Tuesday,07,Jan,2014,0.48
2014-01-07,01,PM,Tuesday,07,Jan,2014,0.672
2014-01-07,02,PM,Tuesday,07,Jan,2014,0.752
2014-01-07,03,PM,Tuesday,07,Jan,2014,0.84
2014-01-07,04,PM,Tuesday,07,Jan,2014,0.80
2014-01-07,05,PM,Tuesday,07,Jan,2014,2.132
2014-01-07,06,PM,Tuesday,07,Jan,2014,2.604
2014-01-07,07,PM,Tuesday,07,Jan,2014,3.42
2014-01-07,08,PM,Tuesday,07,Jan,2014,3.424
2014-01-07,09,PM,Tuesday,07,Jan,2014,0.96
2014-01-07,10,PM,Tuesday,07,Jan,2014,1.09
2014-01-07,11,PM,Tuesday,07,Jan,2014,0.84
2014-01-07,12,PM,Tuesday,07,Jan,2014,0.89
2014-01-08,01,AM,Wednesday,08,Jan,2014,0.34
2014-01-08,02,AM,Wednesday,08,Jan,2014,0.444
2014-01-08,03,AM,Wednesday,08,Jan,2014,0.332
2014-01-08,04,AM,Wednesday,08,Jan,2014,0.384
2014-01-08,05,AM,Wednesday,08,Jan,2014,2.64
2014-01-08,06,AM,Wednesday,08,Jan,2014,2.376
2014-01-08,07,AM,Wednesday,08,Jan,2014,1.512
2014-01-08,08,AM,Wednesday,08,Jan,2014,0.912
2014-01-08,09,AM,Wednesday,08,Jan,2014,0.582
2014-01-08,10,AM,Wednesday,08,Jan,2014,0.648
2014-01-08,11,AM,Wednesday,08,Jan,2014,0.94
2014-01-08,12,AM,Wednesday,08,Jan,2014,0.522
2014-01-08,01,PM,Wednesday,08,Jan,2014,0.904
2014-01-08,02,PM,Wednesday,08,Jan,2014,0.728
2014-01-08,03,PM,Wednesday,08,Jan,2014,0.816
2014-01-08,04,PM,Wednesday,08,Jan,2014,0.728
2014-01-08,05,PM,Wednesday,08,Jan,2014,2.808
2014-01-08,06,PM,Wednesday,08,Jan,2014,2.548
2014-01-08,07,PM,Wednesday,08,Jan,2014,3.492
2014-01-08,08,PM,Wednesday,08,Jan,2014,2.56
2014-01-08,09,PM,Wednesday,08,Jan,2014,1.428
2014-01-08,10,PM,Wednesday,08,Jan,2014,0.94
2014-01-08,11,PM,Wednesday,08,Jan,2014,0.81
2014-01-08,12,PM,Wednesday,08,Jan,2014,1.10
2014-01-09,01,AM,Thursday,09,Jan,2014,0.36
2014-01-09,02,AM,Thursday,09,Jan,2014,0.40
2014-01-09,03,AM,Thursday,09,Jan,2014,0.424
2014-01-09,04,AM,Thursday,09,Jan,2014,0.424
2014-01-09,05,AM,Thursday,09,Jan,2014,1.87
2014-01-09,06,AM,Thursday,09,Jan,2014,2.664
2014-01-09,07,AM,Thursday,09,Jan,2014,2.106
2014-01-09,08,AM,Thursday,09,Jan,2014,0.952
2014-01-09,09,AM,Thursday,09,Jan,2014,0.708
2014-01-09,10,AM,Thursday,09,Jan,2014,0.84
2014-01-09,11,AM,Thursday,09,Jan,2014,1.05
2014-01-09,12,AM,Thursday,09,Jan,2014,0.54
2014-01-09,01,PM,Thursday,09,Jan,2014,0.792
2014-01-09,02,PM,Thursday,09,Jan,2014,0.80
2014-01-09,03,PM,Thursday,09,Jan,2014,0.944
2014-01-09,04,PM,Thursday,09,Jan,2014,0.848
2014-01-09,05,PM,Thursday,09,Jan,2014,2.496
2014-01-09,06,PM,Thursday,09,Jan,2014,2.408
2014-01-09,07,PM,Thursday,09,Jan,2014,3.492
2014-01-09,08,PM,Thursday,09,Jan,2014,3.36
2014-01-09,09,PM,Thursday,09,Jan,2014,1.176
2014-01-09,10,PM,Thursday,09,Jan,2014,1.03
2014-01-09,11,PM,Thursday,09,Jan,2014,0.88
2014-01-09,12,PM,Thursday,09,Jan,2014,0.86
2014-01-10,01,AM,Friday,10,Jan,2014,0.424
2014-01-10,02,AM,Friday,10,Jan,2014,0.376
2014-01-10,03,AM,Friday,10,Jan,2014,0.392
2014-01-10,04,AM,Friday,10,Jan,2014,0.356
2014-01-10,05,AM,Friday,10,Jan,2014,2.398
2014-01-10,06,AM,Friday,10,Jan,2014,2.472
2014-01-10,07,AM,Friday,10,Jan,2014,2.142
2014-01-10,08,AM,Friday,10,Jan,2014,0.688
2014-01-10,09,AM,Friday,10,Jan,2014,0.708
2014-01-10,10,AM,Friday,10,Jan,2014,0.848
2014-01-10,11,AM,Friday,10,Jan,2014,0.91
2014-01-10,12,AM,Friday,10,Jan,2014,0.72
2014-01-10,01,PM,Friday,10,Jan,2014,0.84
2014-01-10,02,PM,Friday,10,Jan,2014,0.848
2014-01-10,03,PM,Friday,10,Jan,2014,0.784
2014-01-10,04,PM,Friday,10,Jan,2014,0.92
2014-01-10,05,PM,Friday,10,Jan,2014,2.964
2014-01-10,06,PM,Friday,10,Jan,2014,3.08
2014-01-10,07,PM,Friday,10,Jan,2014,3.60
2014-01-10,08,PM,Friday,10,Jan,2014,3.392
2014-01-10,09,PM,Friday,10,Jan,2014,0.864
2014-01-10,10,PM,Friday,10,Jan,2014,1.12
2014-01-10,11,PM,Friday,10,Jan,2014,1.62
2014-01-10,12,PM,Friday,10,Jan,2014,1.12
2014-01-11,01,AM,Saturday,11,Jan,2014,0.624
2014-01-11,02,AM,Saturday,11,Jan,2014,0.48
2014-01-11,03,AM,Saturday,11,Jan,2014,0.612
2014-01-11,04,AM,Saturday,11,Jan,2014,0.48
2014-01-11,05,AM,Saturday,11,Jan,2014,0.702
2014-01-11,06,AM,Saturday,11,Jan,2014,1.392
2014-01-11,07,AM,Saturday,11,Jan,2014,2.016
2014-01-11,08,AM,Saturday,11,Jan,2014,2.21
2014-01-11,09,AM,Saturday,11,Jan,2014,1.53
2014-01-11,10,AM,Saturday,11,Jan,2014,1.38
2014-01-11,11,AM,Saturday,11,Jan,2014,1.32
2014-01-11,12,AM,Saturday,11,Jan,2014,1.712
2014-01-11,01,PM,Saturday,11,Jan,2014,1.08
2014-01-11,02,PM,Saturday,11,Jan,2014,1.44
2014-01-11,03,PM,Saturday,11,Jan,2014,1.926
2014-01-11,04,PM,Saturday,11,Jan,2014,1.692
2014-01-11,05,PM,Saturday,11,Jan,2014,1.854
2014-01-11,06,PM,Saturday,11,Jan,2014,4.032
2014-01-11,07,PM,Saturday,11,Jan,2014,3.888
2014-01-11,08,PM,Saturday,11,Jan,2014,3.456
2014-01-11,09,PM,Saturday,11,Jan,2014,0.864
2014-01-11,10,PM,Saturday,11,Jan,2014,0.944
2014-01-11,11,PM,Saturday,11,Jan,2014,1.78
2014-01-11,12,PM,Saturday,11,Jan,2014,1.404
2014-01-12,01,AM,Sunday,12,Jan,2014,0.558
2014-01-12,02,AM,Sunday,12,Jan,2014,0.582
2014-01-12,03,AM,Sunday,12,Jan,2014,0.498
2014-01-12,04,AM,Sunday,12,Jan,2014,0.606
2014-01-12,05,AM,Sunday,12,Jan,2014,0.504
2014-01-12,06,AM,Sunday,12,Jan,2014,1.904
2014-01-12,07,AM,Sunday,12,Jan,2014,2.616
2014-01-12,08,AM,Sunday,12,Jan,2014,2.73
2014-01-12,09,AM,Sunday,12,Jan,2014,1.566
2014-01-12,10,AM,Sunday,12,Jan,2014,1.152
2014-01-12,11,AM,Sunday,12,Jan,2014,1.128
2014-01-12,12,AM,Sunday,12,Jan,2014,1.456
2014-01-12,01,PM,Sunday,12,Jan,2014,1.008
2014-01-12,02,PM,Sunday,12,Jan,2014,1.824
2014-01-12,03,PM,Sunday,12,Jan,2014,1.674
2014-01-12,04,PM,Sunday,12,Jan,2014,1.548
2014-01-12,05,PM,Sunday,12,Jan,2014,1.746
2014-01-12,06,PM,Sunday,12,Jan,2014,4.176
2014-01-12,07,PM,Sunday,12,Jan,2014,4.248
2014-01-12,08,PM,Sunday,12,Jan,2014,3.132
2014-01-12,09,PM,Sunday,12,Jan,2014,1.104
2014-01-12,10,PM,Sunday,12,Jan,2014,1.04
2014-01-12,11,PM,Sunday,12,Jan,2014,0.91
2014-01-12,12,PM,Sunday,12,Jan,2014,1.056
2014-01-13,01,AM,Monday,13,Jan,2014,0.452
2014-01-13,02,AM,Monday,13,Jan,2014,0.408
2014-01-13,03,AM,Monday,13,Jan,2014,0.38
2014-01-13,04,AM,Monday,13,Jan,2014,0.34
2014-01-13,05,AM,Monday,13,Jan,2014,2.20
2014-01-13,06,AM,Monday,13,Jan,2014,2.136
2014-01-13,07,AM,Monday,13,Jan,2014,1.836
2014-01-13,08,AM,Monday,13,Jan,2014,0.832
2014-01-13,09,AM,Monday,13,Jan,2014,0.60
2014-01-13,10,AM,Monday,13,Jan,2014,0.752
2014-01-13,11,AM,Monday,13,Jan,2014,1.02
2014-01-13,12,AM,Monday,13,Jan,2014,0.546
2014-01-13,01,PM,Monday,13,Jan,2014,0.784
2014-01-13,02,PM,Monday,13,Jan,2014,0.696
2014-01-13,03,PM,Monday,13,Jan,2014,0.656
2014-01-13,04,PM,Monday,13,Jan,2014,0.656
2014-01-13,05,PM,Monday,13,Jan,2014,2.704
2014-01-13,06,PM,Monday,13,Jan,2014,3.248
2014-01-13,07,PM,Monday,13,Jan,2014,3.744
2014-01-13,08,PM,Monday,13,Jan,2014,3.584
2014-01-13,09,PM,Monday,13,Jan,2014,1.368
2014-01-13,10,PM,Monday,13,Jan,2014,0.99
2014-01-13,11,PM,Monday,13,Jan,2014,1.19
2014-01-13,12,PM,Monday,13,Jan,2014,1.11
2014-01-14,01,AM,Tuesday,14,Jan,2014,0.444
2014-01-14,02,AM,Tuesday,14,Jan,2014,0.46
2014-01-14,03,AM,Tuesday,14,Jan,2014,0.368
2014-01-14,04,AM,Tuesday,14,Jan,2014,0.328
2014-01-14,05,AM,Tuesday,14,Jan,2014,2.112
2014-01-14,06,AM,Tuesday,14,Jan,2014,2.472
2014-01-14,07,AM,Tuesday,14,Jan,2014,2.088
2014-01-14,08,AM,Tuesday,14,Jan,2014,0.832
2014-01-14,09,AM,Tuesday,14,Jan,2014,0.588
2014-01-14,10,AM,Tuesday,14,Jan,2014,0.648
2014-01-14,11,AM,Tuesday,14,Jan,2014,0.92
2014-01-14,12,AM,Tuesday,14,Jan,2014,0.708
2014-01-14,01,PM,Tuesday,14,Jan,2014,0.824
2014-01-14,02,PM,Tuesday,14,Jan,2014,0.672
2014-01-14,03,PM,Tuesday,14,Jan,2014,0.664
2014-01-14,04,PM,Tuesday,14,Jan,2014,0.80
2014-01-14,05,PM,Tuesday,14,Jan,2014,2.938
2014-01-14,06,PM,Tuesday,14,Jan,2014,2.52
2014-01-14,07,PM,Tuesday,14,Jan,2014,3.276
2014-01-14,08,PM,Tuesday,14,Jan,2014,3.264
2014-01-14,09,PM,Tuesday,14,Jan,2014,1.236
2014-01-14,10,PM,Tuesday,14,Jan,2014,0.95
2014-01-14,11,PM,Tuesday,14,Jan,2014,0.84
2014-01-14,12,PM,Tuesday,14,Jan,2014,1.08
2014-01-15,01,AM,Wednesday,15,Jan,2014,0.456
2014-01-15,02,AM,Wednesday,15,Jan,2014,0.404
2014-01-15,03,AM,Wednesday,15,Jan,2014,0.348
2014-01-15,04,AM,Wednesday,15,Jan,2014,0.444
2014-01-15,05,AM,Wednesday,15,Jan,2014,2.574
2014-01-15,06,AM,Wednesday,15,Jan,2014,2.256
2014-01-15,07,AM,Wednesday,15,Jan,2014,1.656
2014-01-15,08,AM,Wednesday,15,Jan,2014,0.912
2014-01-15,09,AM,Wednesday,15,Jan,2014,0.534
2014-01-15,10,AM,Wednesday,15,Jan,2014,0.704
2014-01-15,11,AM,Wednesday,15,Jan,2014,1.12
2014-01-15,12,AM,Wednesday,15,Jan,2014,0.618
2014-01-15,01,PM,Wednesday,15,Jan,2014,0.648
2014-01-15,02,PM,Wednesday,15,Jan,2014,0.912
2014-01-15,03,PM,Wednesday,15,Jan,2014,0.784
2014-01-15,04,PM,Wednesday,15,Jan,2014,0.712
2014-01-15,05,PM,Wednesday,15,Jan,2014,2.47
2014-01-15,06,PM,Wednesday,15,Jan,2014,2.576
2014-01-15,07,PM,Wednesday,15,Jan,2014,4.212
2014-01-15,08,PM,Wednesday,15,Jan,2014,3.136
2014-01-15,09,PM,Wednesday,15,Jan,2014,1.368
2014-01-15,10,PM,Wednesday,15,Jan,2014,0.90
2014-01-15,11,PM,Wednesday,15,Jan,2014,0.86
2014-01-15,12,PM,Wednesday,15,Jan,2014,0.83
2014-01-16,01,AM,Thursday,16,Jan,2014,0.344
2014-01-16,02,AM,Thursday,16,Jan,2014,0.448
2014-01-16,03,AM,Thursday,16,Jan,2014,0.36
2014-01-16,04,AM,Thursday,16,Jan,2014,0.388
2014-01-16,05,AM,Thursday,16,Jan,2014,2.332
2014-01-16,06,AM,Thursday,16,Jan,2014,2.808
2014-01-16,07,AM,Thursday,16,Jan,2014,2.07
2014-01-16,08,AM,Thursday,16,Jan,2014,0.704
2014-01-16,09,AM,Thursday,16,Jan,2014,0.57
2014-01-16,10,AM,Thursday,16,Jan,2014,0.832
2014-01-16,11,AM,Thursday,16,Jan,2014,1.04
2014-01-16,12,AM,Thursday,16,Jan,2014,0.672
2014-01-16,01,PM,Thursday,16,Jan,2014,0.672
2014-01-16,02,PM,Thursday,16,Jan,2014,0.776
2014-01-16,03,PM,Thursday,16,Jan,2014,0.816
2014-01-16,04,PM,Thursday,16,Jan,2014,0.832
2014-01-16,05,PM,Thursday,16,Jan,2014,2.73
2014-01-16,06,PM,Thursday,16,Jan,2014,3.052
2014-01-16,07,PM,Thursday,16,Jan,2014,4.068
2014-01-16,08,PM,Thursday,16,Jan,2014,3.456
2014-01-16,09,PM,Thursday,16,Jan,2014,1.092
2014-01-16,10,PM,Thursday,16,Jan,2014,0.86
2014-01-16,11,PM,Thursday,16,Jan,2014,1.09
2014-01-16,12,PM,Thursday,16,Jan,2014,0.81
2014-01-17,01,AM,Friday,17,Jan,2014,0.324
2014-01-17,02,AM,Friday,17,Jan,2014,0.356
2014-01-17,03,AM,Friday,17,Jan,2014,0.452
2014-01-17,04,AM,Friday,17,Jan,2014,0.472
2014-01-17,05,AM,Friday,17,Jan,2014,2.20
2014-01-17,06,AM,Friday,17,Jan,2014,1.992
2014-01-17,07,AM,Friday,17,Jan,2014,1.494
2014-01-17,08,AM,Friday,17,Jan,2014,0.768
2014-01-17,09,AM,Friday,17,Jan,2014,0.486
2014-01-17,10,AM,Friday,17,Jan,2014,0.688
2014-01-17,11,AM,Friday,17,Jan,2014,0.96
2014-01-17,12,AM,Friday,17,Jan,2014,0.546
2014-01-17,01,PM,Friday,17,Jan,2014,0.728
2014-01-17,02,PM,Friday,17,Jan,2014,0.76
2014-01-17,03,PM,Friday,17,Jan,2014,0.64
2014-01-17,04,PM,Friday,17,Jan,2014,0.872
2014-01-17,05,PM,Friday,17,Jan,2014,2.886
2014-01-17,06,PM,Friday,17,Jan,2014,3.052
2014-01-17,07,PM,Friday,17,Jan,2014,3.816
2014-01-17,08,PM,Friday,17,Jan,2014,3.328
2014-01-17,09,PM,Friday,17,Jan,2014,0.672
2014-01-17,10,PM,Friday,17,Jan,2014,1.638
2014-01-17,11,PM,Friday,17,Jan,2014,1.64
2014-01-17,12,PM,Friday,17,Jan,2014,1.10
2014-01-18,01,AM,Saturday,18,Jan,2014,0.708
2014-01-18,02,AM,Saturday,18,Jan,2014,0.648
2014-01-18,03,AM,Saturday,18,Jan,2014,0.492
2014-01-18,04,AM,Saturday,18,Jan,2014,0.552
2014-01-18,05,AM,Saturday,18,Jan,2014,0.606
2014-01-18,06,AM,Saturday,18,Jan,2014,1.776
2014-01-18,07,AM,Saturday,18,Jan,2014,2.664
2014-01-18,08,AM,Saturday,18,Jan,2014,2.782
2014-01-18,09,AM,Saturday,18,Jan,2014,1.98
2014-01-18,10,AM,Saturday,18,Jan,2014,1.176
2014-01-18,11,AM,Saturday,18,Jan,2014,1.20
2014-01-18,12,AM,Saturday,18,Jan,2014,1.776
2014-01-18,01,PM,Saturday,18,Jan,2014,0.984
2014-01-18,02,PM,Saturday,18,Jan,2014,1.312
2014-01-18,03,PM,Saturday,18,Jan,2014,1.638
2014-01-18,04,PM,Saturday,18,Jan,2014,1.512
2014-01-18,05,PM,Saturday,18,Jan,2014,1.818
2014-01-18,06,PM,Saturday,18,Jan,2014,3.816
2014-01-18,07,PM,Saturday,18,Jan,2014,3.24
2014-01-18,08,PM,Saturday,18,Jan,2014,3.024
2014-01-18,09,PM,Saturday,18,Jan,2014,0.712
2014-01-18,10,PM,Saturday,18,Jan,2014,0.952
2014-01-18,11,PM,Saturday,18,Jan,2014,2.22
2014-01-18,12,PM,Saturday,18,Jan,2014,1.068
2014-01-19,01,AM,Sunday,19,Jan,2014,0.57
2014-01-19,02,AM,Sunday,19,Jan,2014,0.684
2014-01-19,03,AM,Sunday,19,Jan,2014,0.642
2014-01-19,04,AM,Sunday,19,Jan,2014,0.564
2014-01-19,05,AM,Sunday,19,Jan,2014,0.522
2014-01-19,06,AM,Sunday,19,Jan,2014,1.888
2014-01-19,07,AM,Sunday,19,Jan,2014,2.112
2014-01-19,08,AM,Sunday,19,Jan,2014,2.938
2014-01-19,09,AM,Sunday,19,Jan,2014,2.142
2014-01-19,10,AM,Sunday,19,Jan,2014,1.224
2014-01-19,11,AM,Sunday,19,Jan,2014,1.008
2014-01-19,12,AM,Sunday,19,Jan,2014,1.296
2014-01-19,01,PM,Sunday,19,Jan,2014,1.02
2014-01-19,02,PM,Sunday,19,Jan,2014,1.744
2014-01-19,03,PM,Sunday,19,Jan,2014,2.034
2014-01-19,04,PM,Sunday,19,Jan,2014,1.728
2014-01-19,05,PM,Sunday,19,Jan,2014,1.926
2014-01-19,06,PM,Sunday,19,Jan,2014,2.88
2014-01-19,07,PM,Sunday,19,Jan,2014,2.88
2014-01-19,08,PM,Sunday,19,Jan,2014,3.384
2014-01-19,09,PM,Sunday,19,Jan,2014,1.356
2014-01-19,10,PM,Sunday,19,Jan,2014,0.87
2014-01-19,11,PM,Sunday,19,Jan,2014,1.03
2014-01-19,12,PM,Sunday,19,Jan,2014,0.972
2014-01-20,01,AM,Monday,20,Jan,2014,0.476
2014-01-20,02,AM,Monday,20,Jan,2014,0.376
2014-01-20,03,AM,Monday,20,Jan,2014,0.476
2014-01-20,04,AM,Monday,20,Jan,2014,0.468
2014-01-20,05,AM,Monday,20,Jan,2014,2.09
2014-01-20,06,AM,Monday,20,Jan,2014,2.64
2014-01-20,07,AM,Monday,20,Jan,2014,2.016
2014-01-20,08,AM,Monday,20,Jan,2014,0.96
2014-01-20,09,AM,Monday,20,Jan,2014,0.636
